particle_style hybrid polymer sphere

particlesperstyle 1 12

atomsperpolymer 20

42-62 2 1*18 0*2 polymercoords/second_nt_0.vtp 


114 9 2 3.5970254929988066 13.918586243748043 18.01314186657188 0.5
115 10 2 -30.759990638745982 -40.35538976181989 47.679880799618225 0.5
116 11 2 25.55651280244008 -37.99923518066052 -16.028711315702758 0.5
117 12 2 -6.351365982836965 -3.7741169476758207 -12.53960768298037 0.5
118 13 2 -38.25914181153321 -0.8348986038951178 -29.257028136804173 0.5
119 14 2 -35.3847678717037 13.803349594302572 9.964605553282057 0.5
120 15 2 15.62612000956185 26.63297369409531 -23.41059808360645 0.5
121 16 2 3.1778258302190387 -41.9892743400617 -18.133610433182966 0.5
122 17 2 45.74253607187083 -37.204484881968625 -43.31036751411125 0.5
123 18 2 18.607340831555607 11.2544752425914 21.203739110574894 0.5
124 19 2 24.303054103380283 -41.32182515487245 16.83627458804191 0.5
125 20 2 -33.3517840013821 -49.80084727849603 -17.077627213649304 0.5
