particle_style polymer

total_atoms 30

20 1 0 -6.122262097820898 4.111184892480993 2.079270411684447 
21 1 0 -5.878167723615881 3.6655018763712706 1.7602334457497726 
22 1 1 -5.618352125033571 3.1444740539928944 1.615230469776993 
23 1 1 -5.620941692259761 2.596447100276273 1.37097701096492 
24 1 1 -5.402134684271665 2.0619835916361744 1.2082740571275266 
25 1 1 -5.016112408523536 1.6315307356613449 1.0479707776559348 
26 1 1 -4.501886475911754 1.324661243099304 1.0854248130094044 
27 1 1 -4.062698553622202 0.9321675167257522 0.9711328899684966 
28 1 1 -3.581638556541064 0.573618821471809 0.9662224582164765 
29 1 1 -3.1527376941332133 0.1994914716755014 0.7762941128854188 
30 1 1 -2.6912624627339543 -0.14906722475281775 0.6164584286681842 
31 1 1 -2.1175970086603204 -0.310896678252484 0.5477621785340581 
32 1 1 -1.5452422071398475 -0.32123985607658234 0.36803182536865964 
33 1 1 -1.0171381916042863 -0.4509154799434709 0.11447634554235209 
34 1 1 -0.48395523626161463 -0.700364614961174 -0.0016746990976934661 
35 1 1 0.03859072676006026 -0.9952234257907815 0.00032485232692680555 
36 1 1 0.6207522508686063 -1.1323763388649857 -0.04739346997043681 
37 1 1 1.2034208687902792 -1.2512871957292626 0.0323403986742683 
38 1 1 1.7950639095948695 -1.2824874040249004 -0.062449153860845374 
39 1 1 2.2315838702514332 -1.1592919225744795 -0.45522542261774435 
40 1 1 2.6811833374279965 -1.3321170902554202 -0.8129848117756042 
41 1 1 3.0736028046949206 -1.3535701115112158 -1.266357428492738 
42 1 1 3.6165754632045877 -1.301560780382454 -1.5163088669492573 
43 1 1 4.186755165626368 -1.3170066950831325 -1.7024715126794594 
44 1 1 4.782494892153426 -1.345954243408669 -1.7677112067575873 
45 1 1 5.364271647801586 -1.2290543401801415 -1.6789969507856144 
46 1 1 5.944837709272213 -1.1229951813754795 -1.5708558249262512 
47 1 1 6.51973734299023 -1.1696950203073504 -1.4055998531895915 
48 1 0 7.083997775920774 -1.167251700497859 -1.201628791474104 
49 1 0 7.6692593527762005 -1.1487059994186328 -1.07076648357691 


